buy_threshold,wait_threshold,rows,buy_now_rows,uncertain_rows,wait_rows,buy_now_rate,uncertain_rate,wait_rate,decisive_rate,buy_now_actual_drop_rate,uncertain_actual_drop_rate,wait_actual_drop_rate,avg_conservative_saving_decisive_rows,avg_conservative_saving_all_rows,pct_pays_more_decisive_rows,pct_wait_pays_more_conservative,horizon
0.1,0.8,255671,119424,134420,1827,0.4671,0.5258,0.0071,0.4742,0.0485,0.2953,0.8654,0.4372,0.2074,0.0015,0.0969,7
0.1,0.825,255671,119424,134857,1390,0.4671,0.5275,0.0054,0.4725,0.0485,0.297,0.8763,0.3593,0.1698,0.001,0.0878,7
0.1,0.85,255671,119424,135284,963,0.4671,0.5291,0.0038,0.4709,0.0485,0.2988,0.891,0.2722,0.1282,0.0007,0.0862,7
0.1,0.875,255671,119424,135633,614,0.4671,0.5305,0.0024,0.4695,0.0485,0.3003,0.8941,0.1808,0.0849,0.0004,0.07,7
0.1,0.9,255671,119424,135906,341,0.4671,0.5316,0.0013,0.4684,0.0485,0.3014,0.915,0.1103,0.0517,0.0002,0.0674,7
0.125,0.45,255671,137695,92014,25962,0.5386,0.3599,0.1015,0.6401,0.0573,0.262,0.5808,1.7938,1.1482,0.0252,0.1586,7
0.125,0.475,255671,137695,95428,22548,0.5386,0.3732,0.0882,0.6268,0.0573,0.2694,0.5977,1.692,1.0605,0.0217,0.1546,7
0.125,0.5,255671,137695,98502,19474,0.5386,0.3853,0.0762,0.6147,0.0573,0.2763,0.6146,1.5805,0.9716,0.0188,0.1516,7
0.125,0.525,255671,137695,101321,16655,0.5386,0.3963,0.0651,0.6037,0.0573,0.2828,0.6322,1.4807,0.8939,0.0161,0.1493,7
0.125,0.55,255671,137695,103839,14137,0.5386,0.4061,0.0553,0.5939,0.0573,0.289,0.6494,1.3768,0.8176,0.0137,0.1469,7
0.125,0.575,255671,137695,106032,11944,0.5386,0.4147,0.0467,0.5853,0.0573,0.2948,0.6633,1.2423,0.7271,0.0117,0.1472,7
0.125,0.6,255671,137695,108018,9958,0.5386,0.4225,0.0389,0.5775,0.0573,0.2999,0.6822,1.1113,0.6418,0.0098,0.1456,7
0.125,0.625,255671,137695,109706,8270,0.5386,0.4291,0.0323,0.5709,0.0573,0.304,0.7062,0.9961,0.5687,0.008,0.1412,7
0.125,0.65,255671,137695,111097,6879,0.5386,0.4345,0.0269,0.5655,0.0573,0.3073,0.7331,0.9027,0.5104,0.0065,0.1359,7
0.125,0.675,255671,137695,112304,5672,0.5386,0.4393,0.0222,0.5607,0.0573,0.3107,0.7576,0.8125,0.4556,0.0051,0.1301,7
0.125,0.7,255671,137695,113275,4701,0.5386,0.443,0.0184,0.557,0.0573,0.3134,0.7828,0.7255,0.4041,0.004,0.1219,7
0.125,0.725,255671,137695,114163,3813,0.5386,0.4465,0.0149,0.5535,0.0573,0.3163,0.8059,0.6314,0.3495,0.0031,0.1151,7
0.125,0.75,255671,137695,114942,3034,0.5386,0.4496,0.0119,0.5504,0.0573,0.3191,0.8253,0.5436,0.2992,0.0023,0.1084,7
0.125,0.775,255671,137695,115600,2376,0.5386,0.4521,0.0093,0.5479,0.0573,0.3216,0.8464,0.4641,0.2542,0.0017,0.0993,7
0.125,0.8,255671,137695,116149,1827,0.5386,0.4543,0.0071,0.5457,0.0573,0.3238,0.8654,0.38,0.2074,0.0013,0.0969,7
0.125,0.825,255671,137695,116586,1390,0.5386,0.456,0.0054,0.544,0.0573,0.3257,0.8763,0.3121,0.1698,0.0009,0.0878,7
0.125,0.85,255671,137695,117013,963,0.5386,0.4577,0.0038,0.5423,0.0573,0.3276,0.891,0.2363,0.1282,0.0006,0.0862,7
0.125,0.875,255671,137695,117362,614,0.5386,0.459,0.0024,0.541,0.0573,0.3292,0.8941,0.1569,0.0849,0.0003,0.07,7
0.125,0.9,255671,137695,117635,341,0.5386,0.4601,0.0013,0.5399,0.0573,0.3305,0.915,0.0957,0.0517,0.0002,0.0674,7
0.15,0.45,255671,151899,77810,25962,0.5941,0.3043,0.1015,0.6957,0.0659,0.2825,0.5808,1.6505,1.1482,0.0231,0.1586,7
0.15,0.475,255671,151899,81224,22548,0.5941,0.3177,0.0882,0.6823,0.0659,0.2904,0.5977,1.5543,1.0605,0.02,0.1546,7
0.15,0.5,255671,151899,84298,19474,0.5941,0.3297,0.0762,0.6703,0.0659,0.2977,0.6146,1.4495,0.9716,0.0172,0.1516,7
0.15,0.525,255671,151899,87117,16655,0.5941,0.3407,0.0651,0.6593,0.0659,0.3045,0.6322,1.3559,0.8939,0.0147,0.1493,7
0.15,0.55,255671,151899,89635,14137,0.5941,0.3506,0.0553,0.6494,0.0659,0.311,0.6494,1.259,0.8176,0.0125,0.1469,7
0.15,0.575,255671,151899,91828,11944,0.5941,0.3592,0.0467,0.6408,0.0659,0.3173,0.6633,1.1346,0.7271,0.0107,0.1472,7
0.15,0.6,255671,151899,93814,9958,0.5941,0.3669,0.0389,0.6331,0.0659,0.3226,0.6822,1.0137,0.6418,0.009,0.1456,7
0.15,0.625,255671,151899,95502,8270,0.5941,0.3735,0.0323,0.6265,0.0659,0.3269,0.7062,0.9078,0.5687,0.0073,0.1412,7
0.15,0.65,255671,151899,96893,6879,0.5941,0.379,0.0269,0.621,0.0659,0.3304,0.7331,0.8219,0.5104,0.0059,0.1359,7
0.15,0.675,255671,151899,98100,5672,0.5941,0.3837,0.0222,0.6163,0.0659,0.334,0.7576,0.7392,0.4556,0.0047,0.1301,7
0.15,0.7,255671,151899,99071,4701,0.5941,0.3875,0.0184,0.6125,0.0659,0.3369,0.7828,0.6597,0.4041,0.0037,0.1219,7
0.15,0.725,255671,151899,99959,3813,0.5941,0.391,0.0149,0.609,0.0659,0.34,0.8059,0.5738,0.3495,0.0028,0.1151,7
0.15,0.75,255671,151899,100738,3034,0.5941,0.394,0.0119,0.606,0.0659,0.343,0.8253,0.4938,0.2992,0.0021,0.1084,7
0.15,0.775,255671,151899,101396,2376,0.5941,0.3966,0.0093,0.6034,0.0659,0.3457,0.8464,0.4214,0.2542,0.0015,0.0993,7
0.15,0.8,255671,151899,101945,1827,0.5941,0.3987,0.0071,0.6013,0.0659,0.348,0.8654,0.3449,0.2074,0.0012,0.0969,7
0.15,0.825,255671,151899,102382,1390,0.5941,0.4004,0.0054,0.5996,0.0659,0.3501,0.8763,0.2832,0.1698,0.0008,0.0878,7
0.15,0.85,255671,151899,102809,963,0.5941,0.4021,0.0038,0.5979,0.0659,0.3521,0.891,0.2144,0.1282,0.0005,0.0862,7
0.15,0.875,255671,151899,103158,614,0.5941,0.4035,0.0024,0.5965,0.0659,0.3539,0.8941,0.1423,0.0849,0.0003,0.07,7
0.15,0.9,255671,151899,103431,341,0.5941,0.4045,0.0013,0.5955,0.0659,0.3553,0.915,0.0868,0.0517,0.0002,0.0674,7
0.175,0.45,255671,163719,65990,25962,0.6404,0.2581,0.1015,0.7419,0.0735,0.3024,0.5808,1.5477,1.1482,0.0217,0.1586,7
0.175,0.475,255671,163719,69404,22548,0.6404,0.2715,0.0882,0.7285,0.0735,0.3106,0.5977,1.4556,1.0605,0.0187,0.1546,7
0.175,0.5,255671,163719,72478,19474,0.6404,0.2835,0.0762,0.7165,0.0735,0.3183,0.6146,1.356,0.9716,0.0161,0.1516,7
0.175,0.525,255671,163719,75297,16655,0.6404,0.2945,0.0651,0.7055,0.0735,0.3255,0.6322,1.267,0.8939,0.0138,0.1493,7
0.175,0.55,255671,163719,77815,14137,0.6404,0.3044,0.0553,0.6956,0.0735,0.3323,0.6494,1.1753,0.8176,0.0117,0.1469,7
0.175,0.575,255671,163719,80008,11944,0.6404,0.3129,0.0467,0.6871,0.0735,0.3389,0.6633,1.0582,0.7271,0.01,0.1472,7
0.175,0.6,255671,163719,81994,9958,0.6404,0.3207,0.0389,0.6793,0.0735,0.3445,0.6822,0.9447,0.6418,0.0083,0.1456,7
0.175,0.625,255671,163719,83682,8270,0.6404,0.3273,0.0323,0.6727,0.0735,0.3489,0.7062,0.8454,0.5687,0.0068,0.1412,7
0.175,0.65,255671,163719,85073,6879,0.6404,0.3327,0.0269,0.6673,0.0735,0.3526,0.7331,0.765,0.5104,0.0055,0.1359,7
0.175,0.675,255671,163719,86280,5672,0.6404,0.3375,0.0222,0.6625,0.0735,0.3563,0.7576,0.6876,0.4556,0.0044,0.1301,7
0.175,0.7,255671,163719,87251,4701,0.6404,0.3413,0.0184,0.6587,0.0735,0.3594,0.7828,0.6134,0.4041,0.0034,0.1219,7
0.175,0.725,255671,163719,88139,3813,0.6404,0.3447,0.0149,0.6553,0.0735,0.3626,0.8059,0.5333,0.3495,0.0026,0.1151,7
0.175,0.75,255671,163719,88918,3034,0.6404,0.3478,0.0119,0.6522,0.0735,0.3659,0.8253,0.4588,0.2992,0.002,0.1084,7
0.175,0.775,255671,163719,89576,2376,0.6404,0.3504,0.0093,0.6496,0.0735,0.3687,0.8464,0.3914,0.2542,0.0014,0.0993,7
0.175,0.8,255671,163719,90125,1827,0.6404,0.3525,0.0071,0.6475,0.0735,0.3712,0.8654,0.3202,0.2074,0.0011,0.0969,7
0.175,0.825,255671,163719,90562,1390,0.6404,0.3542,0.0054,0.6458,0.0735,0.3734,0.8763,0.2629,0.1698,0.0007,0.0878,7
0.175,0.85,255671,163719,90989,963,0.6404,0.3559,0.0038,0.6441,0.0735,0.3756,0.891,0.199,0.1282,0.0005,0.0862,7
0.175,0.875,255671,163719,91338,614,0.6404,0.3572,0.0024,0.6428,0.0735,0.3776,0.8941,0.1321,0.0849,0.0003,0.07,7
0.175,0.9,255671,163719,91611,341,0.6404,0.3583,0.0013,0.6417,0.0735,0.379,0.915,0.0806,0.0517,0.0001,0.0674,7
0.2,0.45,255671,173373,56336,25962,0.6781,0.2203,0.1015,0.7797,0.0802,0.3211,0.5808,1.4727,1.1482,0.0207,0.1586,7
0.2,0.475,255671,173373,59750,22548,0.6781,0.2337,0.0882,0.7663,0.0802,0.3296,0.5977,1.3839,1.0605,0.0178,0.1546,7
0.2,0.5,255671,173373,62824,19474,0.6781,0.2457,0.0762,0.7543,0.0802,0.3375,0.6146,1.2881,0.9716,0.0153,0.1516,7
0.2,0.525,255671,173373,65643,16655,0.6781,0.2567,0.0651,0.7433,0.0802,0.3449,0.6322,1.2027,0.8939,0.0131,0.1493,7
0.2,0.55,255671,173373,68161,14137,0.6781,0.2666,0.0553,0.7334,0.0802,0.3519,0.6494,1.1148,0.8176,0.0111,0.1469,7
0.2,0.575,255671,173373,70354,11944,0.6781,0.2752,0.0467,0.7248,0.0802,0.3589,0.6633,1.0031,0.7271,0.0095,0.1472,7
0.2,0.6,255671,173373,72340,9958,0.6781,0.2829,0.0389,0.7171,0.0802,0.3646,0.6822,0.895,0.6418,0.0079,0.1456,7
0.2,0.625,255671,173373,74028,8270,0.6781,0.2895,0.0323,0.7105,0.0802,0.3692,0.7062,0.8005,0.5687,0.0064,0.1412,7
0.2,0.65,255671,173373,75419,6879,0.6781,0.295,0.0269,0.705,0.0802,0.3729,0.7331,0.724,0.5104,0.0052,0.1359,7
0.2,0.675,255671,173373,76626,5672,0.6781,0.2997,0.0222,0.7003,0.0802,0.3768,0.7576,0.6506,0.4556,0.0041,0.1301,7
0.2,0.7,255671,173373,77597,4701,0.6781,0.3035,0.0184,0.6965,0.0802,0.38,0.7828,0.5801,0.4041,0.0032,0.1219,7
0.2,0.725,255671,173373,78485,3813,0.6781,0.307,0.0149,0.693,0.0802,0.3835,0.8059,0.5043,0.3495,0.0025,0.1151,7
0.2,0.75,255671,173373,79264,3034,0.6781,0.31,0.0119,0.69,0.0802,0.3869,0.8253,0.4337,0.2992,0.0019,0.1084,7
0.2,0.775,255671,173373,79922,2376,0.6781,0.3126,0.0093,0.6874,0.0802,0.3899,0.8464,0.3699,0.2542,0.0013,0.0993,7
0.2,0.8,255671,173373,80471,1827,0.6781,0.3147,0.0071,0.6853,0.0802,0.3926,0.8654,0.3026,0.2074,0.001,0.0969,7
0.2,0.825,255671,173373,80908,1390,0.6781,0.3165,0.0054,0.6835,0.0802,0.3949,0.8763,0.2484,0.1698,0.0007,0.0878,7
0.2,0.85,255671,173373,81335,963,0.6781,0.3181,0.0038,0.6819,0.0802,0.3973,0.891,0.188,0.1282,0.0005,0.0862,7
0.2,0.875,255671,173373,81684,614,0.6781,0.3195,0.0024,0.6805,0.0802,0.3994,0.8941,0.1247,0.0849,0.0002,0.07,7
0.2,0.9,255671,173373,81957,341,0.6781,0.3206,0.0013,0.6794,0.0802,0.4009,0.915,0.0761,0.0517,0.0001,0.0674,7
0.225,0.45,255671,182004,47705,25962,0.7119,0.1866,0.1015,0.8134,0.0869,0.3392,0.5808,1.4116,1.1482,0.0198,0.1586,7
0.225,0.475,255671,182004,51119,22548,0.7119,0.1999,0.0882,0.8001,0.0869,0.3479,0.5977,1.3255,1.0605,0.017,0.1546,7
0.225,0.5,255671,182004,54193,19474,0.7119,0.212,0.0762,0.788,0.0869,0.356,0.6146,1.2329,0.9716,0.0147,0.1516,7
0.225,0.525,255671,182004,57012,16655,0.7119,0.223,0.0651,0.777,0.0869,0.3636,0.6322,1.1504,0.8939,0.0125,0.1493,7
0.225,0.55,255671,182004,59530,14137,0.7119,0.2328,0.0553,0.7672,0.0869,0.3709,0.6494,1.0658,0.8176,0.0106,0.1469,7
0.225,0.575,255671,182004,61723,11944,0.7119,0.2414,0.0467,0.7586,0.0869,0.3781,0.6633,0.9584,0.7271,0.0091,0.1472,7
0.225,0.6,255671,182004,63709,9958,0.7119,0.2492,0.0389,0.7508,0.0869,0.384,0.6822,0.8548,0.6418,0.0076,0.1456,7
0.225,0.625,255671,182004,65397,8270,0.7119,0.2558,0.0323,0.7442,0.0869,0.3887,0.7062,0.7642,0.5687,0.0061,0.1412,7
0.225,0.65,255671,182004,66788,6879,0.7119,0.2612,0.0269,0.7388,0.0869,0.3925,0.7331,0.6909,0.5104,0.005,0.1359,7
0.225,0.675,255671,182004,67995,5672,0.7119,0.2659,0.0222,0.7341,0.0869,0.3965,0.7576,0.6206,0.4556,0.0039,0.1301,7
0.225,0.7,255671,182004,68966,4701,0.7119,0.2697,0.0184,0.7303,0.0869,0.3999,0.7828,0.5533,0.4041,0.0031,0.1219,7
0.225,0.725,255671,182004,69854,3813,0.7119,0.2732,0.0149,0.7268,0.0869,0.4035,0.8059,0.4808,0.3495,0.0024,0.1151,7
0.225,0.75,255671,182004,70633,3034,0.7119,0.2763,0.0119,0.7237,0.0869,0.4071,0.8253,0.4135,0.2992,0.0018,0.1084,7
0.225,0.775,255671,182004,71291,2376,0.7119,0.2788,0.0093,0.7212,0.0869,0.4103,0.8464,0.3526,0.2542,0.0013,0.0993,7
0.225,0.8,255671,182004,71840,1827,0.7119,0.281,0.0071,0.719,0.0869,0.4131,0.8654,0.2884,0.2074,0.001,0.0969,7
0.225,0.825,255671,182004,72277,1390,0.7119,0.2827,0.0054,0.7173,0.0869,0.4157,0.8763,0.2367,0.1698,0.0007,0.0878,7
0.225,0.85,255671,182004,72704,963,0.7119,0.2844,0.0038,0.7156,0.0869,0.4182,0.891,0.1791,0.1282,0.0005,0.0862,7
0.225,0.875,255671,182004,73053,614,0.7119,0.2857,0.0024,0.7143,0.0869,0.4204,0.8941,0.1189,0.0849,0.0002,0.07,7
0.225,0.9,255671,182004,73326,341,0.7119,0.2868,0.0013,0.7132,0.0869,0.4221,0.915,0.0725,0.0517,0.0001,0.0674,7
0.25,0.45,255671,189364,40345,25962,0.7407,0.1578,0.1015,0.8422,0.0934,0.3548,0.5808,1.3633,1.1482,0.0191,0.1586,7
0.25,0.475,255671,189364,43759,22548,0.7407,0.1712,0.0882,0.8288,0.0934,0.3637,0.5977,1.2795,1.0605,0.0164,0.1546,7
0.25,0.5,255671,189364,46833,19474,0.7407,0.1832,0.0762,0.8168,0.0934,0.3721,0.6146,1.1894,0.9716,0.0141,0.1516,7
0.25,0.525,255671,189364,49652,16655,0.7407,0.1942,0.0651,0.8058,0.0934,0.3799,0.6322,1.1093,0.8939,0.0121,0.1493,7
0.25,0.55,255671,189364,52170,14137,0.7407,0.2041,0.0553,0.7959,0.0934,0.3874,0.6494,1.0272,0.8176,0.0102,0.1469,7
0.25,0.575,255671,189364,54363,11944,0.7407,0.2126,0.0467,0.7874,0.0934,0.3949,0.6633,0.9234,0.7271,0.0087,0.1472,7
0.25,0.6,255671,189364,56349,9958,0.7407,0.2204,0.0389,0.7796,0.0934,0.4011,0.6822,0.8232,0.6418,0.0073,0.1456,7
0.25,0.625,255671,189364,58037,8270,0.7407,0.227,0.0323,0.773,0.0934,0.4058,0.7062,0.7357,0.5687,0.0059,0.1412,7
0.25,0.65,255671,189364,59428,6879,0.7407,0.2324,0.0269,0.7676,0.0934,0.4097,0.7331,0.665,0.5104,0.0048,0.1359,7
0.25,0.675,255671,189364,60635,5672,0.7407,0.2372,0.0222,0.7628,0.0934,0.4139,0.7576,0.5972,0.4556,0.0038,0.1301,7
0.25,0.7,255671,189364,61606,4701,0.7407,0.241,0.0184,0.759,0.0934,0.4174,0.7828,0.5323,0.4041,0.003,0.1219,7
0.25,0.725,255671,189364,62494,3813,0.7407,0.2444,0.0149,0.7556,0.0934,0.4212,0.8059,0.4625,0.3495,0.0023,0.1151,7
0.25,0.75,255671,189364,63273,3034,0.7407,0.2475,0.0119,0.7525,0.0934,0.425,0.8253,0.3976,0.2992,0.0017,0.1084,7
0.25,0.775,255671,189364,63931,2376,0.7407,0.2501,0.0093,0.7499,0.0934,0.4283,0.8464,0.339,0.2542,0.0012,0.0993,7
0.25,0.8,255671,189364,64480,1827,0.7407,0.2522,0.0071,0.7478,0.0934,0.4313,0.8654,0.2773,0.2074,0.0009,0.0969,7
0.25,0.825,255671,189364,64917,1390,0.7407,0.2539,0.0054,0.7461,0.0934,0.434,0.8763,0.2276,0.1698,0.0006,0.0878,7
0.25,0.85,255671,189364,65344,963,0.7407,0.2556,0.0038,0.7444,0.0934,0.4367,0.891,0.1722,0.1282,0.0004,0.0862,7
0.25,0.875,255671,189364,65693,614,0.7407,0.2569,0.0024,0.7431,0.0934,0.4391,0.8941,0.1142,0.0849,0.0002,0.07,7
0.25,0.9,255671,189364,65966,341,0.7407,0.258,0.0013,0.742,0.0934,0.4408,0.915,0.0697,0.0517,0.0001,0.0674,7
0.275,0.45,255671,196046,33663,25962,0.7668,0.1317,0.1015,0.8683,0.0997,0.3697,0.5808,1.3223,1.1482,0.0185,0.1586,7
0.275,0.475,255671,196046,37077,22548,0.7668,0.145,0.0882,0.855,0.0997,0.3789,0.5977,1.2404,1.0605,0.0159,0.1546,7
0.275,0.5,255671,196046,40151,19474,0.7668,0.157,0.0762,0.843,0.0997,0.3875,0.6146,1.1526,0.9716,0.0137,0.1516,7
0.275,0.525,255671,196046,42970,16655,0.7668,0.1681,0.0651,0.8319,0.0997,0.3955,0.6322,1.0745,0.8939,0.0117,0.1493,7
0.275,0.55,255671,196046,45488,14137,0.7668,0.1779,0.0553,0.8221,0.0997,0.4033,0.6494,0.9946,0.8176,0.0099,0.1469,7
0.275,0.575,255671,196046,47681,11944,0.7668,0.1865,0.0467,0.8135,0.0997,0.4111,0.6633,0.8937,0.7271,0.0085,0.1472,7
0.275,0.6,255671,196046,49667,9958,0.7668,0.1943,0.0389,0.8057,0.0997,0.4174,0.6822,0.7965,0.6418,0.007,0.1456,7
0.275,0.625,255671,196046,51355,8270,0.7668,0.2009,0.0323,0.7991,0.0997,0.4223,0.7062,0.7116,0.5687,0.0057,0.1412,7
0.275,0.65,255671,196046,52746,6879,0.7668,0.2063,0.0269,0.7937,0.0997,0.4263,0.7331,0.6431,0.5104,0.0046,0.1359,7
0.275,0.675,255671,196046,53953,5672,0.7668,0.211,0.0222,0.789,0.0997,0.4305,0.7576,0.5774,0.4556,0.0037,0.1301,7
0.275,0.7,255671,196046,54924,4701,0.7668,0.2148,0.0184,0.7852,0.0997,0.4342,0.7828,0.5146,0.4041,0.0029,0.1219,7
0.275,0.725,255671,196046,55812,3813,0.7668,0.2183,0.0149,0.7817,0.0997,0.4381,0.8059,0.447,0.3495,0.0022,0.1151,7
0.275,0.75,255671,196046,56591,3034,0.7668,0.2213,0.0119,0.7787,0.0997,0.4422,0.8253,0.3843,0.2992,0.0017,0.1084,7
0.275,0.775,255671,196046,57249,2376,0.7668,0.2239,0.0093,0.7761,0.0997,0.4457,0.8464,0.3276,0.2542,0.0012,0.0993,7
0.275,0.8,255671,196046,57798,1827,0.7668,0.2261,0.0071,0.7739,0.0997,0.4489,0.8654,0.2679,0.2074,0.0009,0.0969,7
0.275,0.825,255671,196046,58235,1390,0.7668,0.2278,0.0054,0.7722,0.0997,0.4518,0.8763,0.2199,0.1698,0.0006,0.0878,7
0.275,0.85,255671,196046,58662,963,0.7668,0.2294,0.0038,0.7706,0.0997,0.4546,0.891,0.1663,0.1282,0.0004,0.0862,7
0.275,0.875,255671,196046,59011,614,0.7668,0.2308,0.0024,0.7692,0.0997,0.4572,0.8941,0.1104,0.0849,0.0002,0.07,7
0.275,0.9,255671,196046,59284,341,0.7668,0.2319,0.0013,0.7681,0.0997,0.459,0.915,0.0673,0.0517,0.0001,0.0674,7
0.3,0.45,255671,202207,27502,25962,0.7909,0.1076,0.1015,0.8924,0.106,0.3839,0.5808,1.2866,1.1482,0.018,0.1586,7
0.3,0.475,255671,202207,30916,22548,0.7909,0.1209,0.0882,0.8791,0.106,0.3934,0.5977,1.2064,1.0605,0.0155,0.1546,7
0.3,0.5,255671,202207,33990,19474,0.7909,0.1329,0.0762,0.8671,0.106,0.4022,0.6146,1.1205,0.9716,0.0133,0.1516,7
0.3,0.525,255671,202207,36809,16655,0.7909,0.144,0.0651,0.856,0.106,0.4104,0.6322,1.0442,0.8939,0.0114,0.1493,7
0.3,0.55,255671,202207,39327,14137,0.7909,0.1538,0.0553,0.8462,0.106,0.4185,0.6494,0.9662,0.8176,0.0096,0.1469,7
0.3,0.575,255671,202207,41520,11944,0.7909,0.1624,0.0467,0.8376,0.106,0.4267,0.6633,0.868,0.7271,0.0082,0.1472,7
0.3,0.6,255671,202207,43506,9958,0.7909,0.1702,0.0389,0.8298,0.106,0.4332,0.6822,0.7734,0.6418,0.0068,0.1456,7
0.3,0.625,255671,202207,45194,8270,0.7909,0.1768,0.0323,0.8232,0.106,0.4381,0.7062,0.6908,0.5687,0.0055,0.1412,7
0.3,0.65,255671,202207,46585,6879,0.7909,0.1822,0.0269,0.8178,0.106,0.4421,0.7331,0.6242,0.5104,0.0045,0.1359,7
0.3,0.675,255671,202207,47792,5672,0.7909,0.1869,0.0222,0.8131,0.106,0.4465,0.7576,0.5603,0.4556,0.0036,0.1301,7
0.3,0.7,255671,202207,48763,4701,0.7909,0.1907,0.0184,0.8093,0.106,0.4503,0.7828,0.4993,0.4041,0.0028,0.1219,7
0.3,0.725,255671,202207,49651,3813,0.7909,0.1942,0.0149,0.8058,0.106,0.4545,0.8059,0.4337,0.3495,0.0021,0.1151,7
0.3,0.75,255671,202207,50430,3034,0.7909,0.1972,0.0119,0.8028,0.106,0.4587,0.8253,0.3728,0.2992,0.0016,0.1084,7
0.3,0.775,255671,202207,51088,2376,0.7909,0.1998,0.0093,0.8002,0.106,0.4625,0.8464,0.3177,0.2542,0.0012,0.0993,7
0.3,0.8,255671,202207,51637,1827,0.7909,0.202,0.0071,0.798,0.106,0.4659,0.8654,0.2598,0.2074,0.0009,0.0969,7
0.3,0.825,255671,202207,52074,1390,0.7909,0.2037,0.0054,0.7963,0.106,0.4689,0.8763,0.2132,0.1698,0.0006,0.0878,7
0.3,0.85,255671,202207,52501,963,0.7909,0.2053,0.0038,0.7947,0.106,0.472,0.891,0.1613,0.1282,0.0004,0.0862,7
0.3,0.875,255671,202207,52850,614,0.7909,0.2067,0.0024,0.7933,0.106,0.4747,0.8941,0.107,0.0849,0.0002,0.07,7
0.3,0.9,255671,202207,53123,341,0.7909,0.2078,0.0013,0.7922,0.106,0.4767,0.915,0.0652,0.0517,0.0001,0.0674,7
0.325,0.45,255671,207824,21885,25962,0.8129,0.0856,0.1015,0.9144,0.1121,0.3969,0.5808,1.2557,1.1482,0.0176,0.1586,7
0.325,0.475,255671,207824,25299,22548,0.8129,0.099,0.0882,0.901,0.1121,0.4068,0.5977,1.1769,1.0605,0.0151,0.1546,7
0.325,0.5,255671,207824,28373,19474,0.8129,0.111,0.0762,0.889,0.1121,0.4159,0.6146,1.0928,0.9716,0.013,0.1516,7
0.325,0.525,255671,207824,31192,16655,0.8129,0.122,0.0651,0.878,0.1121,0.4244,0.6322,1.0181,0.8939,0.0111,0.1493,7
0.325,0.55,255671,207824,33710,14137,0.8129,0.1318,0.0553,0.8682,0.1121,0.4327,0.6494,0.9418,0.8176,0.0094,0.1469,7
0.325,0.575,255671,207824,35903,11944,0.8129,0.1404,0.0467,0.8596,0.1121,0.4413,0.6633,0.8458,0.7271,0.008,0.1472,7
0.325,0.6,255671,207824,37889,9958,0.8129,0.1482,0.0389,0.8518,0.1121,0.448,0.6822,0.7534,0.6418,0.0067,0.1456,7
0.325,0.625,255671,207824,39577,8270,0.8129,0.1548,0.0323,0.8452,0.1121,0.453,0.7062,0.6729,0.5687,0.0054,0.1412,7
0.325,0.65,255671,207824,40968,6879,0.8129,0.1602,0.0269,0.8398,0.1121,0.457,0.7331,0.6078,0.5104,0.0044,0.1359,7
0.325,0.675,255671,207824,42175,5672,0.8129,0.165,0.0222,0.835,0.1121,0.4616,0.7576,0.5456,0.4556,0.0035,0.1301,7
0.325,0.7,255671,207824,43146,4701,0.8129,0.1688,0.0184,0.8312,0.1121,0.4656,0.7828,0.4861,0.4041,0.0027,0.1219,7
0.325,0.725,255671,207824,44034,3813,0.8129,0.1722,0.0149,0.8278,0.1121,0.47,0.8059,0.4222,0.3495,0.0021,0.1151,7
0.325,0.75,255671,207824,44813,3034,0.8129,0.1753,0.0119,0.8247,0.1121,0.4745,0.8253,0.3628,0.2992,0.0016,0.1084,7
0.325,0.775,255671,207824,45471,2376,0.8129,0.1778,0.0093,0.8222,0.1121,0.4785,0.8464,0.3092,0.2542,0.0011,0.0993,7
0.325,0.8,255671,207824,46020,1827,0.8129,0.18,0.0071,0.82,0.1121,0.4821,0.8654,0.2529,0.2074,0.0008,0.0969,7
0.325,0.825,255671,207824,46457,1390,0.8129,0.1817,0.0054,0.8183,0.1121,0.4854,0.8763,0.2075,0.1698,0.0006,0.0878,7
0.325,0.85,255671,207824,46884,963,0.8129,0.1834,0.0038,0.8166,0.1121,0.4886,0.891,0.1569,0.1282,0.0004,0.0862,7
0.325,0.875,255671,207824,47233,614,0.8129,0.1847,0.0024,0.8153,0.1121,0.4916,0.8941,0.1041,0.0849,0.0002,0.07,7
0.325,0.9,255671,207824,47506,341,0.8129,0.1858,0.0013,0.8142,0.1121,0.4937,0.915,0.0635,0.0517,0.0001,0.0674,7
0.35,0.45,255671,212917,16792,25962,0.8328,0.0657,0.1015,0.9343,0.1181,0.4077,0.5808,1.2289,1.1482,0.0172,0.1586,7
0.35,0.475,255671,212917,20206,22548,0.8328,0.079,0.0882,0.921,0.1181,0.4182,0.5977,1.1515,1.0605,0.0148,0.1546,7
0.35,0.5,255671,212917,23280,19474,0.8328,0.0911,0.0762,0.9089,0.1181,0.4277,0.6146,1.0689,0.9716,0.0127,0.1516,7
0.35,0.525,255671,212917,26099,16655,0.8328,0.1021,0.0651,0.8979,0.1181,0.4366,0.6322,0.9955,0.8939,0.0108,0.1493,7
0.35,0.55,255671,212917,28617,14137,0.8328,0.1119,0.0553,0.8881,0.1181,0.4454,0.6494,0.9207,0.8176,0.0091,0.1469,7
